state,rank,payer,payer_slug,as_reported,parent_org,payer_kind,lobs,approx_share_pct,share_basis,notes
FL,10,Devoted Health,devoted-health,,"Devoted Health, Inc.",medicare_advantage,medicare_advantage,,unverified: model knowledge — fast-growing FL MA carrier (FL is its founding/largest market); listed among major FL MA carriers for 2026 (Owen Insurance Group roundup via web search).,Regional Medicaid plans Community Care Plan and Florida Community Care also hold SMMC 3.0 contracts but are smaller than the ranked ten; include them for Medicaid-only credentialing in regions where clients operate.
GA,1,Anthem Blue Cross and Blue Shield of Georgia (Elevance),anthem-blue-cross-and-blue-shield-of-georgia,Anthem Blue Cross and Blue Shield of Georgia (Elevance Health),Elevance Health,commercial,commercial|medicare_advantage,,AMA Competition in Health Insurance 2024 (2023 data): Elevance ~28% commercial share in Atlanta-Sandy Springs-Alpharetta MSA and largest in-state commercial carrier (verified via web search). Its Medicaid arm (Amerigroup/Wellpoint) exited Georgia Families 2026-06-30.,The state's BCBS licensee.
GA,2,UnitedHealthcare,unitedhealthcare,,UnitedHealth Group,commercial,commercial|medicare_advantage|managed_medicaid,,"Largest GA Medicare Advantage insurer at ~33% MA share (Becker's/KFF 2024-2025, verified) + large commercial ASO book + NEW Georgia Families CMO effective 2026-07-01 (verified).",New Medicaid entrant — active credentialing push for the July 2026 go-live.
GA,3,Kaiser Permanente Georgia,kaiser-permanente-georgia,Kaiser Permanente Georgia (Kaiser Foundation Health Plan of Georgia),Kaiser Foundation Health Plan,commercial,commercial|medicare_advantage,,unverified: model knowledge — dominant Atlanta-metro fully-insured HMO (~300k+ members); consistently a top-3 GA commercial carrier in AMA MSA data.,Integrated model; external credentialing mostly via affiliated network contracts.
GA,4,Aetna (CVS Health),aetna,,CVS Health,commercial,commercial|medicare_advantage,,unverified: model knowledge — major Atlanta employer-ASO carrier + MA; no GA Medicaid contract.,
GA,5,Cigna Healthcare,cigna-healthcare,,The Cigna Group,commercial,commercial,,unverified: model knowledge — large ASO book in metro Atlanta; MA book sold to HCSC (2025).,
GA,6,CareSource Georgia,caresource-georgia,,"CareSource (nonprofit, Dayton OH)",medicaid_mco,managed_medicaid|commercial,,Only incumbent CMO to win the new Georgia Families contract (award verified; go-live 2026-07-01); enrollment expected to grow substantially as 1.1M+ members redistribute from Amerigroup/Peach State. Pct unverified.,Also sells GA marketplace plans. Note: announced significant ABA/Medicaid rate changes for 2026 (acuity.news).
GA,7,Humana,humana,,Humana Inc.,medicare_advantage,medicare_advantage|managed_medicaid|tricare,,unverified: model knowledge for MA rank (top-3 GA MA carrier); NEW Georgia Families CMO (Humana Employers Health Plan of Georgia) effective 2026-07-01 — award verified via Becker's/Georgia Recorder.,New Medicaid entrant credentialing for July 2026 go-live.
GA,8,Ambetter of Peach State (Centene),ambetter-of-peach-state,,Centene Corporation,commercial,commercial|medicare_advantage,,"unverified: model knowledge — Georgia is one of Centene's largest ACA-exchange states (several hundred thousand Ambetter lives) plus Wellcare MA. Peach State Health Plan's Medicaid book (held since 2006) TERMINATED 2026-06-30 (verified), which drops Centene from a former top-4 GA position.","Post-July-2026, Centene's GA book is exchange + MA only."
GA,9,Molina Healthcare of Georgia,molina-healthcare-of-georgia,,Molina Healthcare,medicaid_mco,managed_medicaid|commercial,,NEW Georgia Families CMO effective 2026-07-01 (award verified via Becker's/Georgia Recorder); also sells GA marketplace plans. Enrollment ramping from zero — rank reflects expected share of the ~2.2M CMO population.,New Medicaid entrant credentialing for July 2026 go-live.
GA,10,Alliant Health Plans,alliant-health-plans,,"Alliant Health Plans (independent nonprofit, Dalton GA)",commercial,commercial,,unverified: model knowledge — Georgia-domiciled regional commercial/exchange carrier (north GA); small. Low-confidence #10 — Oscar Health's GA exchange book may be comparable or larger.,Tail-tier pick; consider Oscar Health (GA exchange) as an alternate #10.
HI,1,HMSA (Blue Cross and Blue Shield of Hawaii),hmsa,,Hawaii Medical Service Association (BCBSA licensee),commercial,commercial|medicare_advantage|managed_medicaid,55.8,"Share of Hawaii POPULATION covered (~760,000 residents), all lines combined, per forhealthinsurance.com Hawaii market guide citing 2024 data; commercial-segment share ~50%+. Dominant across individual, small-group, large-group (top-3 incl. UHA >90% combined).","The state's BCBS licensee (nonprofit mutual, independent of the mainland Blues consortia). Largest commercial, largest QUEST Integration Medicaid MCO, and major MA carrier (Akamai Advantage). 2026 partnership with Hawai'i Pacific Health announced. Single most important credentialing contract in the state."
HI,2,Kaiser Permanente Hawaii,kaiser-permanente-hawaii,Kaiser Permanente Hawaii (Kaiser Foundation Health Plan),"Kaiser Foundation Health Plan, Inc.",commercial,commercial|medicare_advantage|managed_medicaid,19.8,"Share of Hawaii POPULATION covered (~270,000 residents), all lines, per forhealthinsurance.com Hawaii guide citing 2024 data.","Closed-model integrated HMO — external providers generally join via referral/contracted arrangements, not open panels. QUEST Integration MCO limited to O'ahu and Maui. Strong MA book (Senior Advantage)."
HI,3,AlohaCare,alohacare,,"AlohaCare (independent, community-founded nonprofit)",medicaid_mco,managed_medicaid|medicare_advantage,,unverified: model knowledge — QUEST Integration MCO status confirmed (medquest.hawaii.gov 2025); enrollment share not published in sources reviewed.,Medicaid-focused local nonprofit founded by Hawaii's community health centers; second-largest QUEST plan historically; also offers a D-SNP (Advantage Plus).
HI,4,UHA Health Insurance (University Health Alliance),uha-health-insurance,,University Health Alliance,commercial,commercial,,No exact share published; forhealthinsurance.com (2024/2026 guides) names UHA among the top-3 insurers that jointly hold >90% of Hawaii's commercial segments.,Employer-group-only carrier (medical/drug/vision); claims one of the largest physician networks in Hawaii. Do not confuse with Illinois 'Health Alliance'.
HI,5,UnitedHealthcare,unitedhealthcare,UnitedHealthcare (Hawaii),UnitedHealth Group,medicare_advantage,medicare_advantage|managed_medicaid|commercial,,unverified: model knowledge for line mix; QUEST Integration MCO status confirmed (medquest.hawaii.gov 2025).,"National carrier present via MA (incl. AARP-branded plans), QUEST Integration Community Plan, and mainland-employer ASO business."
HI,6,'Ohana Health Plan (WellCare / Centene),ohana-health-plan,,Centene Corporation (WellCare),medicaid_mco,managed_medicaid|medicare_advantage,,unverified: model knowledge for enrollment; QUEST Integration MCO status confirmed (medquest.hawaii.gov 2025).,Centene's local Medicaid brand; QUEST Integration MCO plus the CCS behavioral-health carve-out contract and Wellcare-branded MA/D-SNP.
HI,7,HMAA (Hawaii Medical Assurance Association),hmaa,,HMAA,commercial,commercial,,unverified: model knowledge — small local employer-group carrier; no share data in sources reviewed.,Local employer-group medical carrier (Prepaid Health Care Act market); much smaller than HMSA/Kaiser/UHA but a routine credentialing contract for Hawaii practices.
HI,8,TRICARE West (TriWest),tricare-west,TriWest Healthcare Alliance (TRICARE West Region),TriWest Healthcare Alliance,tricare,tricare,,"unverified: model knowledge — TriWest assumed the TRICARE West Region contract (incl. Hawaii) Jan 1, 2025, replacing Health Net Federal Services; beneficiary counts not verified in this pass.",Hawaii's large military population makes the TRICARE West network contract material for credentialing even though TriWest is a contractor/TPA rather than an underwriter.
HI,9,Humana,humana,Humana (Hawaii),Humana Inc.,medicare_advantage,medicare_advantage,,unverified: model knowledge — modest MA presence in HI; no state-level enrollment verified.,MA-only footprint in Hawaii (has exited employer-commercial nationally).
HI,10,Cigna Healthcare,cigna-healthcare,Cigna Healthcare (Hawaii),The Cigna Group,commercial,commercial,,unverified: model knowledge — mainland-headquartered employer ASO lives only; no HI-specific data found.,Present mainly through multi-state self-funded employer accounts; low local market share but appears in Hawaii provider payer mixes.
IA,1,Wellmark Blue Cross and Blue Shield (IA & SD),wellmark-blue-cross-and-blue-shield,Wellmark Blue Cross and Blue Shield (Iowa),"Wellmark, Inc. (independent BCBSA licensee, IA & SD)",commercial,commercial|medicare_advantage,75,"Approximate share of Iowa's COMMERCIAL market across segments (~77.7% large group per AMA-cited data reported by Healthcare Finance News/APCD Journal, 2016-2017 vintage; consistently listed among AMA's most-concentrated states). Not an all-lines figure.",Overwhelmingly dominant commercial carrier; entered Medicare Advantage in recent years (Wellmark Advantage). No Medicaid line. The essential first credentialing contract in Iowa.
IA,2,Iowa Total Care (Centene) — with Ambetter/Wellcare affiliates,iowa-total-care-with-ambetter-wellcare-affiliates,,Centene Corporation,medicaid_mco,managed_medicaid|commercial|medicare_advantage,,"IA Health Link MCO with contract through 2031 (hhs.iowa.gov; iowamedicaidhelp.com 2025); network >30,000 professionals incl. UIHC, MercyOne, UnityPoint. Largest MCO by enrollment per state reports — exact split not re-verified this pass.",Centene's Iowa Medicaid brand plus Ambetter marketplace and Wellcare MA.
IA,3,Molina Healthcare of Iowa,molina-healthcare-of-iowa,,"Molina Healthcare, Inc.",medicaid_mco,managed_medicaid|commercial,,IA Health Link MCO with contract through 2031 (hhs.iowa.gov; iowamedicaidhelp.com 2025); entered 2023; enrollment split not published in sources reviewed.,Medicaid MCO plus Iowa marketplace plans.
IA,4,"Wellpoint Iowa (Elevance Health, formerly Amerigroup Iowa)",wellpoint-iowa,,Elevance Health,medicaid_mco,managed_medicaid,,IA Health Link MCO with contract through 2031; rebranded from Amerigroup Iowa while keeping provider contracts (hhs.iowa.gov; wellpoint.com/ia; iowamedicaidhelp.com 2025).,Elevance's Iowa Medicaid brand; original 2016 IA Health Link incumbent.
IA,5,UnitedHealthcare,unitedhealthcare,UnitedHealthcare (Iowa),UnitedHealth Group,medicare_advantage,medicare_advantage|commercial,,unverified: model knowledge — commonly the largest MA carrier in Iowa plus national-employer ASO lives; state-level enrollment not verified in this pass. (UHC exited IA Health Link Medicaid in 2019.),MA leader + ASO; no current Medicaid contract.
IA,6,Medica,medica,Medica (Iowa),Medica (Minneapolis-based nonprofit),commercial,commercial|medicare_advantage,,unverified: model knowledge — a leading Iowa ACA marketplace carrier since 2017 (statewide individual coverage) plus small group/MA; enrollment not verified in this pass.,Key individual-market carrier statewide.
IA,7,Humana,humana,Humana (Iowa),Humana Inc.,medicare_advantage,medicare_advantage,,unverified: model knowledge — top-tier MA carrier in Iowa; enrollment not verified in this pass.,MA-only.
IA,8,Aetna (CVS Health),aetna,Aetna (CVS Health) (Iowa),CVS Health,commercial,commercial|medicare_advantage,,unverified: model knowledge — employer ASO + MA; no IA-specific data found in this pass.,ASO and MA presence.
IA,9,Cigna Healthcare,cigna-healthcare,Cigna Healthcare (Iowa),The Cigna Group,commercial,commercial,,unverified: model knowledge — self-funded employer ASO lives; no IA-specific data found in this pass.,Primarily ASO.
IA,10,Sanford Health Plan,sanford-health-plan,Sanford Health Plan (Iowa),"Sanford Health (Sioux Falls, SD)",commercial,commercial|medicare_advantage,,unverified: model knowledge — provider-sponsored regional plan serving northwest Iowa (Sioux City/Siouxland corridor); enrollment not verified. Low confidence in this rank-10 slot vs. Avera Health Plans or Quartz.,Regional relevance for NW Iowa practices near the SD border.
ID,1,Blue Cross of Idaho,blue-cross-of-idaho,,"Blue Cross of Idaho Health Service, Inc. (independent BCBSA licensee)",commercial,commercial|medicare_advantage,,"Described as 'the state's largest and only Idaho-based [full-line] insurer, serving all 44 counties, PPO network covering >96% of Idaho physicians' (forhealthinsurance.com Idaho guide, 2026); exact combined share not published in sources reviewed.",State BCBS (Blue Cross side) licensee; largest commercial carrier and a leading MA carrier (True Blue). Its dual-eligible Medicaid (MMCP) contract ended summer 2025 — duals moved to Molina/UHC for 2026.
